snapshots/lines,0,1,2,3,4,5,6
2015-01-01 00:00:00,132.12251848164223,-337.8774225414906,187.48312219577028,151.0722669131375,-263.7053502374747,113.12252952836448,203.9999891426249
2015-01-01 01:00:00,577.0899180804557,-1198.906976335906,895.0916974773938,-82.63331367790813,-348.41308100957497,40.09097244593775,-95.99999886851695
2015-01-01 02:00:00,244.04668494103302,-561.953023806583,362.9083282869793,112.25726245859202,-306.49397576842085,107.04675815830939,-114.99999805496302
2015-01-01 03:00:00,218.73773487769708,-535.2620240646347,316.8448161897866,185.94478985576518,-366.88017830467305,147.73778652932486,-11.999999997790074
2015-01-01 04:00:00,137.8925009257214,-314.1074477868583,205.9539940623704,54.14653118240178,-163.31293928139092,54.89251415856287,501.99983821231694
2015-01-01 05:00:00,698.8315254346094,-1536.1622178961754,1061.0118065018987,128.97921488979384,-668.3792582575416,186.8346405108944,-698.9995632169349
2015-01-01 06:00:00,295.4641245380343,-684.5353514433499,438.05521677948036,148.22532185824153,-384.11100030997915,136.46425430183237,-49.99999984013832
2015-01-01 07:00:00,453.1367835977418,-908.8618340124,711.6136747516175,-152.60178658030924,-178.84347562774335,-21.86278714961504,-89.99999906768669
2015-01-01 08:00:00,622.532271826055,-1415.4630319821813,931.6549034426474,241.83116985830551,-731.7650971528785,243.53481693330608,-436.99989327193754
2015-01-01 09:00:00,324.66448773814494,-648.3350045886187,510.688814552554,-117.51144672364448,-119.47976909488744,-20.33533855661557,550.9997860614284
